sku,title,signal_url,product_url,family,product_type,pack_count,pack_class,price,unit_price,unit_price_band,inventory,weight,weight_unit,unit_weight,unit_weight_band,length,width,height,cube_inches,unit_cube_inches,status,merchant_status,merchant_availability
212C,"8x6x12 EPS Foam Insulated Shipping Kit - 200# White Corrugated, Case of 1",https://packrift.github.io/products/212c-8x6x12-eps-foam-insulated-shipping-kit-200-white-corrugated-case-of-1/,https://packrift.com/products/8x6x12-eps-foam-insulated-shipping-kit-200-white-corrugated-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",13.08,13.08,$5+ per unit,500,1.42,lb,1.42,1 to 5 lb per unit,8,6,12,576,576,catalog approved,active listing,in stock
214C,"9.5x9.5x7 Insulated Shipping Kit - EPS Foam Corrugated Box, Case of 1",https://packrift.github.io/products/214c-9-5x9-5x7-insulated-shipping-kit-eps-foam-corrugated-box-case-of-1/,https://packrift.com/products/9-5x9-5x7-insulated-shipping-kit-eps-foam-corrugated-box-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",12.71,12.71,$5+ per unit,500,1.42,lb,1.42,1 to 5 lb per unit,9.5,9.5,7,631.75,631.75,catalog approved,active listing,in stock
227C,"12x10x7 EPS Foam Insulated Shipping Kit - 200# Corrugated Carton, Case of 1",https://packrift.github.io/products/227c-12x10x7-eps-foam-insulated-shipping-kit-200-corrugated-carton-case-of-1/,https://packrift.com/products/12x10x7-eps-foam-insulated-shipping-kit-200-corrugated-carton-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",20.77,20.77,$5+ per unit,500,1.94,lb,1.94,1 to 5 lb per unit,12,10,7,840,840,catalog approved,active listing,in stock
229C,"12x10x9 Insulated Shipping Kit - EPS Foam Corrugated Carton, Case of 1",https://packrift.github.io/products/229c-12x10x9-insulated-shipping-kit-eps-foam-corrugated-carton-case-of-1/,https://packrift.com/products/12x10x9-insulated-shipping-kit-eps-foam-corrugated-carton-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",23.46,23.46,$5+ per unit,500,2.14,lb,2.14,1 to 5 lb per unit,12,10,9,1080,1080,catalog approved,active listing,in stock
229F,"12x10x9 Insulated Foam Container - 1.5"" Polystyrene Protection, Case of 1",https://packrift.github.io/products/229f-12x10x9-insulated-foam-container-1-5-polystyrene-protection-case-of-1/,https://packrift.com/products/12x10x9-insulated-foam-container-1-5-polystyrene-protection-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",17.48,17.48,$5+ per unit,300,2.32,lb,2.32,1 to 5 lb per unit,12,10,9,1080,1080,catalog approved,active listing,in stock
230C,"12x12x11.5 EPS Foam Insulated Shipping Kit - 200# Corrugated, Case of 1",https://packrift.github.io/products/230c-12x12x11-5-eps-foam-insulated-shipping-kit-200-corrugated-case-of-1/,https://packrift.com/products/12x12x11-5-eps-foam-insulated-shipping-kit-200-corrugated-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",35.36,35.36,$5+ per unit,500,3.38,lb,3.38,1 to 5 lb per unit,12,12,11.5,1656,1656,catalog approved,active listing,in stock
238C,"13.75x11.75x11.875 EPS Foam Insulated Shipping Kit - Temperature Control, Case of 1",https://packrift.github.io/products/238c-13-75x11-75x11-875-eps-foam-insulated-shipping-kit-temperature-control-case-of-1/,https://packrift.com/products/13-75x11-75x11-875-eps-foam-insulated-shipping-kit-temperature-control-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",30.3,30.3,$5+ per unit,500,2.44,lb,2.44,1 to 5 lb per unit,13.75,11.75,11.875,1918.554688,1918.554688,catalog approved,active listing,in stock
240C,"13x13x12.5"" Insulated Shipping Kit - EPS Foam Corrugated Carton, Case of 1",https://packrift.github.io/products/240c-13x13x12-5-insulated-shipping-kit-eps-foam-corrugated-carton-case-of-1/,https://packrift.com/products/13x13x12-5-insulated-shipping-kit-eps-foam-corrugated-carton-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",33.55,33.55,$5+ per unit,400,3.06,lb,3.06,1 to 5 lb per unit,13,13,12.5,2112.5,2112.5,catalog approved,active listing,in stock
245C,"17x10x8.25"" EPS Foam Insulated Shipping Kit - Temperature Control, Case of 1",https://packrift.github.io/products/245c-17x10x8-25-eps-foam-insulated-shipping-kit-temperature-control-case-of-1/,https://packrift.com/products/17x10x8-25-eps-foam-insulated-shipping-kit-temperature-control-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",27.37,27.37,$5+ per unit,300,2.4,lb,2.4,1 to 5 lb per unit,17,10,8.25,1402.5,1402.5,catalog approved,active listing,in stock
246C,"17x10x10.5 EPS Foam Insulated Shipping Kit - Perishable Protection, Case of 1",https://packrift.github.io/products/246c-17x10x10-5-eps-foam-insulated-shipping-kit-perishable-protection-case-of-1/,https://packrift.com/products/17x10x10-5-eps-foam-insulated-shipping-kit-perishable-protection-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",30.5,30.5,$5+ per unit,500,2.74,lb,2.74,1 to 5 lb per unit,17,10,10.5,1785,1785,catalog approved,active listing,in stock
248C,"18x14x19 EPS Foam Insulated Shipping Kit - 200# Corrugated, Case of 1",https://packrift.github.io/products/248c-18x14x19-eps-foam-insulated-shipping-kit-200-corrugated-case-of-1/,https://packrift.com/products/18x14x19-eps-foam-insulated-shipping-kit-200-corrugated-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",38.62,38.62,$5+ per unit,400,4.5,lb,4.5,1 to 5 lb per unit,18,14,19,4788,4788,catalog approved,active listing,in stock
261C,"19x12x12.5"" EPS Foam Insulated Shipping Kit - Perishable Protection, Case of 1",https://packrift.github.io/products/261c-19x12x12-5-eps-foam-insulated-shipping-kit-perishable-protection-case-of-1/,https://packrift.com/products/19x12x12-5-eps-foam-insulated-shipping-kit-perishable-protection-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",34.5,34.5,$5+ per unit,500,3.54,lb,3.54,1 to 5 lb per unit,19,12,12.5,2850,2850,catalog approved,active listing,in stock
269C,"21.25x15.5x15.5 Insulated Shipping Kit - EPS Foam Corrugated Box, Case of 1",https://packrift.github.io/products/269c-21-25x15-5x15-5-insulated-shipping-kit-eps-foam-corrugated-box-case-of-1/,https://packrift.com/products/21-25x15-5x15-5-insulated-shipping-kit-eps-foam-corrugated-box-case-of-1,Boxes,Boxes - Corrugated,1,"small packs, 1-10 units",54.26,54.26,$5+ per unit,500,6.42,lb,6.42,5+ lb per unit,21.25,15.5,15.5,5105.3125,5105.3125,catalog approved,active listing,in stock
220C,10.5x8.25x9.25 Insulated Shipping Kit EPS Foam Corrugated Box Case of 2,https://packrift.github.io/products/220c-10-5x8-25x9-25-insulated-shipping-kit-eps-foam-corrugated-box-case-of-2/,https://packrift.com/products/10-5x8-25x9-25-insulated-shipping-kit-eps-foam-corrugated-box-case-of-2,Boxes,Boxes - Corrugated,2,"small packs, 1-10 units",38.62,19.31,$5+ per unit,300,6.98,lb,3.49,1 to 5 lb per unit,10.5,8.25,9.25,801.28125,400.640625,catalog approved,active listing,in stock
BINC113,"18x16.5x11 Black Conductive Plastic Bin Boxes - ESD Protection, Case of 3",https://packrift.github.io/products/binc113-18x16-5x11-black-conductive-plastic-bin-boxes-esd-protection-case-of-3/,https://packrift.com/products/18x16-5x11-black-conductive-plastic-bin-boxes-esd-protection-case-of-3,Boxes,"Bins, Shelving & Storage",3,"small packs, 1-10 units",486.91,162.303333,$5+ per unit,100,16.9,lb,5.633333,5+ lb per unit,18,16.5,11,3267,1089,catalog approved,active listing,in stock
225C,"12x10x5 EPS Foam Insulated Shipping Kit - 200# Corrugated, Case of 4",https://packrift.github.io/products/225c-12x10x5-eps-foam-insulated-shipping-kit-200-corrugated-case-of-4/,https://packrift.com/products/12x10x5-eps-foam-insulated-shipping-kit-200-corrugated-case-of-4,Boxes,Boxes - Corrugated,4,"small packs, 1-10 units",63.63,15.9075,$5+ per unit,300,10.12,lb,2.53,1 to 5 lb per unit,12,10,5,600,150,catalog approved,active listing,in stock
202045WARD,"20x20x45 ECT-48 Double Wall Wardrobe Boxes - Hanger Storage, Bundle of 5",https://packrift.github.io/products/202045ward-20x20x45-ect-48-double-wall-wardrobe-boxes-hanger-storage-bundle-of-5/,https://packrift.com/products/20x20x45-ect-48-double-wall-wardrobe-boxes-hanger-storage-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",81.43,16.286,$5+ per unit,300,31.16,lb,6.232,5+ lb per unit,20,20,45,18000,3600,catalog approved,active listing,in stock
22616FPFOL,"22x6x16"" ECT-44 Kraft Flat Panel TV Box - Full Overlap Protection, Bundle of 5",https://packrift.github.io/products/22616fpfol-22x6x16-ect-44-kraft-flat-panel-tv-box-full-overlap-protection-bundle-of-5/,https://packrift.com/products/22x6x16-ect-44-kraft-flat-panel-tv-box-full-overlap-protection-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",22.62,4.524,$1 to $5 per unit,200,7.96,lb,1.592,1 to 5 lb per unit,22,6,16,2112,422.4,catalog approved,active listing,in stock
242046WARD,"24x20x46 ECT-48 Wardrobe Boxes - Hanging Garment Shipping, Bundle of 5",https://packrift.github.io/products/242046ward-24x20x46-ect-48-wardrobe-boxes-hanging-garment-shipping-bundle-of-5/,https://packrift.com/products/24x20x46-ect-48-wardrobe-boxes-hanging-garment-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",86.53,17.306,$5+ per unit,495,35.7,lb,7.14,5+ lb per unit,24,20,46,22080,4416,catalog approved,active listing,in stock
28620FPFOL,"28x6x20"" ECT-44 Kraft TV Box - Full Overlap Flaps, Bundle of 5",https://packrift.github.io/products/28620fpfol-28x6x20-ect-44-kraft-tv-box-full-overlap-flaps-bundle-of-5/,https://packrift.com/products/28x6x20-ect-44-kraft-tv-box-full-overlap-flaps-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",33.34,6.668,$5+ per unit,500,11.12,lb,2.224,1 to 5 lb per unit,28,6,20,3360,672,catalog approved,active listing,in stock
28652FOL,"28x6x52"" Kraft ECT-32 Side Loading Boxes - 5 Pack Bundle",https://packrift.github.io/products/28652fol-28x6x52-kraft-ect-32-side-loading-boxes-5-pack-bundle/,https://packrift.com/products/28x6x52-kraft-ect-32-side-loading-boxes-5-pack-bundle,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",49.32,9.864,$5+ per unit,200,16.17,lb,3.234,1 to 5 lb per unit,28,6,52,8736,1747.2,catalog approved,active listing,in stock
362120,"36x21x20 ECT-32 Kraft Wardrobe Boxes - Hanger-Ready Storage, Bundle of 5",https://packrift.github.io/products/362120-36x21x20-ect-32-kraft-wardrobe-boxes-hanger-ready-storage-bundle-of-5/,https://packrift.com/products/36x21x20-ect-32-kraft-wardrobe-boxes-hanger-ready-storage-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",29.62,5.924,$5+ per unit,400,16.82,lb,3.364,1 to 5 lb per unit,36,21,20,15120,3024,catalog approved,active listing,in stock
362420,"36x24x20 ECT-32 Kraft Corrugated Boxes - Industrial Strength, Bundle of 5",https://packrift.github.io/products/362420-36x24x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-5/,https://packrift.com/products/36x24x20-ect-32-kraft-corrugated-boxes-industrial-strength-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",30.78,6.156,$5+ per unit,498,20.2,lb,4.04,1 to 5 lb per unit,36,24,20,17280,3456,catalog approved,active listing,in stock
362424,"36x24x24 ECT-32 Kraft Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/362424-36x24x24-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/36x24x24-ect-32-kraft-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",33.27,6.654,$5+ per unit,500,21.5,lb,4.3,1 to 5 lb per unit,36,24,24,20736,4147.2,catalog approved,active listing,in stock
36542FOL,36x5x42 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/36542fol-36x5x42-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/36x5x42-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",35.62,7.124,$5+ per unit,500,22.02,lb,4.404,1 to 5 lb per unit,36,5,42,7560,1512,catalog approved,active listing,in stock
36548FOL,36x5x48 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/36548fol-36x5x48-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/36x5x48-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",58.9,11.78,$5+ per unit,500,23.22,lb,4.644,1 to 5 lb per unit,36,5,48,8640,1728,catalog approved,active listing,in stock
38826FPFOL,"38x8x26"" ECT-48 Double Wall Flat Panel TV Box - Bundle of 5",https://packrift.github.io/products/38826fpfol-38x8x26-ect-48-double-wall-flat-panel-tv-box-bundle-of-5/,https://packrift.com/products/38x8x26-ect-48-double-wall-flat-panel-tv-box-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",86.12,17.224,$5+ per unit,200,23.42,lb,4.684,1 to 5 lb per unit,38,8,26,7904,1580.8,catalog approved,active listing,in stock
46830FPFOL,"46x8x30 ECT-51 Double Wall TV Box - Full Overlap Kraft Carton, Bundle of 5",https://packrift.github.io/products/46830fpfol-46x8x30-ect-51-double-wall-tv-box-full-overlap-kraft-carton-bundle-of-5/,https://packrift.com/products/46x8x30-ect-51-double-wall-tv-box-full-overlap-kraft-carton-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",104.82,20.964,$5+ per unit,100,29.14,lb,5.828,5+ lb per unit,46,8,30,11040,2208,catalog approved,active listing,in stock
AF301717,"30x17x17 Double Wall ECT-51 Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/af301717-30x17x17-double-wall-ect-51-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/30x17x17-double-wall-ect-51-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",32.15,6.43,$5+ per unit,500,18.32,lb,3.664,1 to 5 lb per unit,30,17,17,8670,1734,catalog approved,active listing,in stock
AF362222,"36x22x22 Double Wall ECT-51 Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/af362222-36x22x22-double-wall-ect-51-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/36x22x22-double-wall-ect-51-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",56.7,11.34,$5+ per unit,400,27.38,lb,5.476,5+ lb per unit,36,22,22,17424,3484.8,catalog approved,active listing,in stock
GL3636LIDHD,"36x36x5 ECT-48 Double Wall Gaylord Lids - Heavy-Duty Corrugated, Bundle of 5",https://packrift.github.io/products/gl3636lidhd-36x36x5-ect-48-double-wall-gaylord-lids-heavy-duty-corrugated-bundle-of-5/,https://packrift.com/products/36x36x5-ect-48-double-wall-gaylord-lids-heavy-duty-corrugated-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",21.94,4.388,$1 to $5 per unit,200,10.1,lb,2.02,1 to 5 lb per unit,36,36,5,6480,1296,catalog approved,active listing,in stock
GL4030LID,"41.25x31.25x4 ECT-44 Kraft Gaylord Lids - Heavy-Duty Corrugated, Bundle of 5",https://packrift.github.io/products/gl4030lid-41-25x31-25x4-ect-44-kraft-gaylord-lids-heavy-duty-corrugated-bundle-of-5/,https://packrift.com/products/41-25x31-25x4-ect-44-kraft-gaylord-lids-heavy-duty-corrugated-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",32.03,6.406,$5+ per unit,100,9.5,lb,1.9,1 to 5 lb per unit,41.25,31.25,4,5156.25,1031.25,catalog approved,active listing,in stock
GL4030LIDHD,"40 3/4 x 30 3/4 x 5"" ECT-48 Double Wall Gaylord Lids - Bundle of 5",https://packrift.github.io/products/gl4030lidhd-40-3-4-x-30-3-4-x-5-ect-48-double-wall-gaylord-lids-bundle-of-5/,https://packrift.com/products/40-3-4-x-30-3-4-x-5-ect-48-double-wall-gaylord-lids-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",20.84,4.168,$1 to $5 per unit,100,10.12,lb,2.024,1 to 5 lb per unit,40.75,30.75,5,6265.3125,1253.0625,catalog approved,active listing,in stock
GL482428,"48x24x28 ECT-32 Corrugated Gaylord Box - Heavy-Duty, Bundle of 5",https://packrift.github.io/products/gl482428-48x24x28-ect-32-corrugated-gaylord-box-heavy-duty-bundle-of-5/,https://packrift.com/products/48x24x28-ect-32-corrugated-gaylord-box-heavy-duty-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",46.57,9.314,$5+ per unit,300,21.6,lb,4.32,1 to 5 lb per unit,48,24,28,32256,6451.2,catalog approved,active listing,in stock
GL482428DW,48x24x28 ECT-48 Double Wall Gaylord Boxes - Heavy-Duty Corrugated (Bundle of 5),https://packrift.github.io/products/gl482428dw-48x24x28-ect-48-double-wall-gaylord-boxes-heavy-duty-corrugated-bundle-of-5/,https://packrift.com/products/48x24x28-ect-48-double-wall-gaylord-boxes-heavy-duty-corrugated-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",72.04,14.408,$5+ per unit,100,35,lb,7,5+ lb per unit,48,24,28,32256,6451.2,catalog approved,active listing,in stock
GL482428LID,"48.5x24.5x5"" ECT-32 Gaylord Lids - Heavy-Duty Kraft Corrugated, Bundle of 5",https://packrift.github.io/products/gl482428lid-48-5x24-5x5-ect-32-gaylord-lids-heavy-duty-kraft-corrugated-bundle-of-5/,https://packrift.com/products/48-5x24-5x5-ect-32-gaylord-lids-heavy-duty-kraft-corrugated-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",16.4,3.28,$1 to $5 per unit,100,7.32,lb,1.464,1 to 5 lb per unit,48.5,24.5,5,5941.25,1188.25,catalog approved,active listing,in stock
GL4824LID,49.25x25.25x4 Heavy-Duty Kraft Gaylord Lids ECT-44 - Bundle of 5,https://packrift.github.io/products/gl4824lid-49-25x25-25x4-heavy-duty-kraft-gaylord-lids-ect-44-bundle-of-5/,https://packrift.com/products/49-25x25-25x4-heavy-duty-kraft-gaylord-lids-ect-44-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",26.54,5.308,$5+ per unit,100,9.1,lb,1.82,1 to 5 lb per unit,49.25,25.25,4,4974.25,994.85,catalog approved,active listing,in stock
GL4840LID,49.25x41.25x4 ECT-44 Heavy-Duty Gaylord Lids - 5 Pack Bundle,https://packrift.github.io/products/gl4840lid-49-25x41-25x4-ect-44-heavy-duty-gaylord-lids-5-pack-bundle/,https://packrift.com/products/49-25x41-25x4-ect-44-heavy-duty-gaylord-lids-5-pack-bundle,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",32.54,6.508,$5+ per unit,500,14.12,lb,2.824,1 to 5 lb per unit,49.25,41.25,4,8126.25,1625.25,catalog approved,active listing,in stock
HD18645FOL,18x6x45 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/hd18645fol-18x6x45-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/18x6x45-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",49.22,9.844,$5+ per unit,500,13.38,lb,2.676,1 to 5 lb per unit,18,6,45,4860,972,catalog approved,active listing,in stock
HD18752FOL,18x7x52 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/hd18752fol-18x7x52-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/18x7x52-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",61.23,12.246,$5+ per unit,500,15.32,lb,3.064,1 to 5 lb per unit,18,7,52,6552,1310.4,catalog approved,active listing,in stock
HD20850FOL,20x8x50 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/hd20850fol-20x8x50-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/20x8x50-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",42.27,8.454,$5+ per unit,500,16.94,lb,3.388,1 to 5 lb per unit,20,8,50,8000,1600,catalog approved,active listing,in stock
HD20860FOL,20x8x60 ECT-44 Kraft Side Loading Box - Bundle of 5,https://packrift.github.io/products/hd20860fol-20x8x60-ect-44-kraft-side-loading-box-bundle-of-5/,https://packrift.com/products/20x8x60-ect-44-kraft-side-loading-box-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",55.78,11.156,$5+ per unit,496,20.38,lb,4.076,1 to 5 lb per unit,20,8,60,9600,1920,catalog approved,active listing,in stock
HD242424TW,"24x24x24 ECT-90 Triple Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd242424tw-24x24x24-ect-90-triple-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/24x24x24-ect-90-triple-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",128.28,25.656,$5+ per unit,400,58.2,lb,11.64,5+ lb per unit,24,24,24,13824,2764.8,catalog approved,active listing,in stock
HD242430DW,24x24x30 ECT-48 Double Wall Kraft Corrugated Boxes - Bundle of 5,https://packrift.github.io/products/hd242430dw-24x24x30-ect-48-double-wall-kraft-corrugated-boxes-bundle-of-5/,https://packrift.com/products/24x24x30-ect-48-double-wall-kraft-corrugated-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",72.22,14.444,$5+ per unit,300,30.52,lb,6.104,5+ lb per unit,24,24,30,17280,3456,catalog approved,active listing,in stock
HD303012DW,"30x30x12 ECT-48 Double Wall Kraft Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd303012dw-30x30x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/30x30x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",63.19,12.638,$5+ per unit,500,34.98,lb,6.996,5+ lb per unit,30,30,12,10800,2160,catalog approved,active listing,in stock
HD303016DW,"30x30x16 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd303016dw-30x30x16-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/30x30x16-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",69.75,13.95,$5+ per unit,200,40.02,lb,8.004,5+ lb per unit,30,30,16,14400,2880,catalog approved,active listing,in stock
HD322424DW,"32x24x24 ECT-48 Double Wall Corrugated Boxes - Heavy Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd322424dw-32x24x24-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/32x24x24-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",51.57,10.314,$5+ per unit,500,30.06,lb,6.012,5+ lb per unit,32,24,24,18432,3686.4,catalog approved,active listing,in stock
HD362412DW,"36x24x12 ECT-48 Double Wall Boxes - Heavy-Duty Kraft Cartons, Bundle of 5",https://packrift.github.io/products/hd362412dw-36x24x12-ect-48-double-wall-boxes-heavy-duty-kraft-cartons-bundle-of-5/,https://packrift.com/products/36x24x12-ect-48-double-wall-boxes-heavy-duty-kraft-cartons-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",46.53,9.306,$5+ per unit,500,25.98,lb,5.196,5+ lb per unit,36,24,12,10368,2073.6,catalog approved,active listing,in stock
HD36642FOL,36x6x42 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/hd36642fol-36x6x42-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/36x6x42-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",44.57,8.914,$5+ per unit,500,21.7,lb,4.34,1 to 5 lb per unit,36,6,42,9072,1814.4,catalog approved,active listing,in stock
HD402020DW,"40x20x20 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd402020dw-40x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/40x20x20-ect-48-double-wall-corrugated-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",67.18,13.436,$5+ per unit,500,29.06,lb,5.812,5+ lb per unit,40,20,20,16000,3200,catalog approved,active listing,in stock
HD482412DW,"48x24x12 ECT-48 Double Wall Corrugated Boxes - Heavy-Duty Kraft, Bundle of 5",https://packrift.github.io/products/hd482412dw-48x24x12-ect-48-double-wall-corrugated-boxes-heavy-duty-kraft-bundle-of-5/,https://packrift.com/products/48x24x12-ect-48-double-wall-corrugated-boxes-heavy-duty-kraft-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",54.1,10.82,$5+ per unit,500,31.44,lb,6.288,5+ lb per unit,48,24,12,13824,2764.8,catalog approved,active listing,in stock
HD54828FOL,54x8x28 ECT-44 Kraft Side Loading Boxes - Bundle of 5,https://packrift.github.io/products/hd54828fol-54x8x28-ect-44-kraft-side-loading-boxes-bundle-of-5/,https://packrift.com/products/54x8x28-ect-44-kraft-side-loading-boxes-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",99.83,19.966,$5+ per unit,500,26.04,lb,5.208,5+ lb per unit,54,8,28,12096,2419.2,catalog approved,active listing,in stock
HD601212DW,"60x12x12 ECT-48 Double Wall Kraft Boxes - Heavy Duty Shipping, Bundle of 5",https://packrift.github.io/products/hd601212dw-60x12x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-5/,https://packrift.com/products/60x12x12-ect-48-double-wall-kraft-boxes-heavy-duty-shipping-bundle-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",71.85,14.37,$5+ per unit,300,21.02,lb,4.204,1 to 5 lb per unit,60,12,12,8640,1728,catalog approved,active listing,in stock
INC4840,"48x40x48 Aluminum Foil Bubble Pallet Cover - Thermal Protection, Case of 5",https://packrift.github.io/products/inc4840-48x40x48-aluminum-foil-bubble-pallet-cover-thermal-protection-case-of-5/,https://packrift.com/products/48x40x48-aluminum-foil-bubble-pallet-cover-thermal-protection-case-of-5,Boxes,Boxes - Corrugated,5,"small packs, 1-10 units",171.12,34.224,$5+ per unit,200,16.34,lb,3.268,1 to 5 lb per unit,48,40,48,92160,18432,catalog approved,active listing,in stock
