sku,title,signal_url,product_url,family,product_type,pack_count,pack_class,price,unit_price,unit_price_band,inventory,weight,weight_unit,unit_weight,unit_weight_band,length,width,height,cube_inches,unit_cube_inches,status,merchant_status,merchant_availability
M1433,"14x3x3 ECT-32 White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m1433-14x3x3-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/14x3x3-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",46.93,0.9386,$0.50 to $1 per unit,300,10.84,lb,0.2168,0.05 to 0.25 lb per unit,14,3,3,126,2.52,catalog approved,active listing,in stock
M1491,"14 1/8 x 8 5/8 x 1"" White Corrugated Easy-Fold Mailers - Bundle of 50",https://packrift.github.io/products/m1491-14-1-8-x-8-5-8-x-1-white-corrugated-easy-fold-mailers-bundle-of-50/,https://packrift.com/products/14-1-8-x-8-5-8-x-1-white-corrugated-easy-fold-mailers-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",51.2,1.024,$1 to $5 per unit,200,11.86,lb,0.2372,0.05 to 0.25 lb per unit,14.125,8.625,1,121.828125,2.436562,catalog approved,active listing,in stock
M15113,"15 1/8x11 1/8x3"" White Corrugated Literature Mailers - 50 Pack",https://packrift.github.io/products/m15113-15-1-8x11-1-8x3-white-corrugated-literature-mailers-50-pack/,https://packrift.com/products/15-1-8x11-1-8x3-white-corrugated-literature-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",78.02,1.5604,$1 to $5 per unit,500,23.84,lb,0.4768,0.25 to 1 lb per unit,15.125,11.125,3,504.796875,10.095937,catalog approved,active listing,in stock
M15115,15 1/8x11 1/8x5 White Corrugated Literature Mailers - 50 Pack,https://packrift.github.io/products/m15115-15-1-8x11-1-8x5-white-corrugated-literature-mailers-50-pack/,https://packrift.com/products/15-1-8x11-1-8x5-white-corrugated-literature-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",189.55,3.791,$1 to $5 per unit,300,35.4,lb,0.708,0.25 to 1 lb per unit,15.125,11.125,5,841.328125,16.826563,catalog approved,active listing,in stock
M1575,"15x7x5 ECT-32 White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m1575-15x7x5-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/15x7x5-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",84.72,1.6944,$1 to $5 per unit,400,27.84,lb,0.5568,0.25 to 1 lb per unit,15,7,5,525,10.5,catalog approved,active listing,in stock
M1644,"16x4x4 ECT-32 White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m1644-16x4x4-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/16x4x4-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",76.19,1.5238,$1 to $5 per unit,500,16.96,lb,0.3392,0.25 to 1 lb per unit,16,4,4,256,5.12,catalog approved,active listing,in stock
M1666,"16x6x6 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m1666-16x6x6-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/16x6x6-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",82.28,1.6456,$1 to $5 per unit,200,29.55,lb,0.591,0.25 to 1 lb per unit,16,6,6,576,11.52,catalog approved,active listing,in stock
M17112,"17 1/8 x 11 1/8 x 2"" White Corrugated Literature Mailers - 50 Pack",https://packrift.github.io/products/m17112-17-1-8-x-11-1-8-x-2-white-corrugated-literature-mailers-50-pack/,https://packrift.com/products/17-1-8-x-11-1-8-x-2-white-corrugated-literature-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",70.09,1.4018,$1 to $5 per unit,500,23.34,lb,0.4668,0.25 to 1 lb per unit,17.125,11.125,2,381.03125,7.620625,catalog approved,active listing,in stock
M17113,17 1/8x11 1/8x3 White Corrugated Literature Mailers - 50 Bundle,https://packrift.github.io/products/m17113-17-1-8x11-1-8x3-white-corrugated-literature-mailers-bundle-of-50/,https://packrift.com/products/17-1-8x11-1-8x3-white-corrugated-literature-mailers-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",90.82,1.8164,$1 to $5 per unit,200,27.88,lb,0.5576,0.25 to 1 lb per unit,17.125,11.125,3,571.546875,11.430938,catalog approved,active listing,in stock
M1BK,"11 1/8 x 8 5/8 x 2"" White Corrugated Easy-Fold Mailers - 50 Pack",https://packrift.github.io/products/m1bk-11-1-8-x-8-5-8-x-2-white-corrugated-easy-fold-mailers-50-pack/,https://packrift.com/products/11-1-8-x-8-5-8-x-2-white-corrugated-easy-fold-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",39.01,0.7802,$0.50 to $1 per unit,500,11.08,lb,0.2216,0.05 to 0.25 lb per unit,11.125,8.625,2,191.90625,3.838125,catalog approved,active listing,in stock
M1BKXL,"11 1/8 x 8 5/8 x 4"" White Corrugated Easy-Fold Mailers - 50 Pack",https://packrift.github.io/products/m1bkxl-11-1-8-x-8-5-8-x-4-white-corrugated-easy-fold-mailers-50-pack/,https://packrift.com/products/11-1-8-x-8-5-8-x-4-white-corrugated-easy-fold-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",63.39,1.2678,$1 to $5 per unit,300,14.46,lb,0.2892,0.25 to 1 lb per unit,11.125,8.625,4,383.8125,7.67625,catalog approved,active listing,in stock
M2225,"2x2x25"" White Corrugated Square Mailing Tubes - 50 Pack",https://packrift.github.io/products/m2225-2x2x25-white-corrugated-square-mailing-tubes-50-pack/,https://packrift.com/products/2x2x25-white-corrugated-square-mailing-tubes-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",39.17,0.7834,$0.50 to $1 per unit,400,11.22,lb,0.2244,0.05 to 0.25 lb per unit,2,2,25,100,2,catalog approved,active listing,in stock
M2237,"2x2x37"" White Square Mailing Tubes ECT-32-B Corrugated - 50 Pack",https://packrift.github.io/products/m2237-2x2x37-white-square-mailing-tubes-ect-32-b-corrugated-50-pack/,https://packrift.com/products/2x2x37-white-square-mailing-tubes-ect-32-b-corrugated-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",75.58,1.5116,$1 to $5 per unit,400,15.26,lb,0.3052,0.25 to 1 lb per unit,2,2,37,148,2.96,catalog approved,active listing,in stock
M2262,22x6x2 White Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m2262-22x6x2-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/22x6x2-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",79.84,1.5968,$1 to $5 per unit,400,20.82,lb,0.4164,0.25 to 1 lb per unit,22,6,2,264,5.28,catalog approved,active listing,in stock
M2422,"24x2x2 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m2422-24x2x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/24x2x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",49.37,0.9874,$0.50 to $1 per unit,400,10.74,lb,0.2148,0.05 to 0.25 lb per unit,24,2,2,96,1.92,catalog approved,active listing,in stock
M2444,"24x4x4 ECT-32 White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m2444-24x4x4-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/24x4x4-ect-32-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",78.63,1.5726,$1 to $5 per unit,400,24.38,lb,0.4876,0.25 to 1 lb per unit,24,4,4,384,7.68,catalog approved,active listing,in stock
M2662,"26x6x2 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m2662-26x6x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/26x6x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",85.94,1.7188,$1 to $5 per unit,400,22.3,lb,0.446,0.25 to 1 lb per unit,26,6,2,312,6.24,catalog approved,active listing,in stock
M2BK,12 1/8x9 1/8x2 White Corrugated Easy-Fold Mailers - 50 Pack,https://packrift.github.io/products/m2bk-12-1-8x9-1-8x2-white-corrugated-easy-fold-mailers-50-pack/,https://packrift.com/products/12-1-8x9-1-8x2-white-corrugated-easy-fold-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",37.81,0.7562,$0.50 to $1 per unit,500,12.18,lb,0.2436,0.05 to 0.25 lb per unit,12.125,9.125,2,221.28125,4.425625,catalog approved,active listing,in stock
M2BKXL,"12 1/8 x 9 1/8 x 4"" White Corrugated Easy-Fold Mailers - 50 Pack",https://packrift.github.io/products/m2bkxl-12-1-8-x-9-1-8-x-4-white-corrugated-easy-fold-mailers-50-pack/,https://packrift.com/products/12-1-8-x-9-1-8-x-4-white-corrugated-easy-fold-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",92.64,1.8528,$1 to $5 per unit,400,16.66,lb,0.3332,0.25 to 1 lb per unit,12.125,9.125,4,442.5625,8.85125,catalog approved,active listing,in stock
M322,"3x2x2 ECT-32 White Corrugated Mailers - One-Piece Fold, 50 Pack",https://packrift.github.io/products/m322-3x2x2-ect-32-white-corrugated-mailers-one-piece-fold-50-pack/,https://packrift.com/products/3x2x2-ect-32-white-corrugated-mailers-one-piece-fold-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",10.36,0.2072,$0.10 to $0.25 per unit,500,2.42,lb,0.0484,under 0.05 lb per unit,3,2,2,12,0.24,catalog approved,active listing,in stock
M331,"3x3x1 White Corrugated Mailers ECT-32-B - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m331-3x3x1-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/3x3x1-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",13.41,0.2682,$0.25 to $0.50 per unit,500,2.36,lb,0.0472,under 0.05 lb per unit,3,3,1,9,0.18,catalog approved,active listing,in stock
M3RB,11.75x10.75x2.25 White Corrugated Literature Mailers - 50 Pack,https://packrift.github.io/products/m3rb-11-75x10-75x2-25-white-corrugated-literature-mailers-50-pack/,https://packrift.com/products/11-75x10-75x2-25-white-corrugated-literature-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",35.35,0.707,$0.50 to $1 per unit,500,16.62,lb,0.3324,0.25 to 1 lb per unit,11.75,10.75,2.25,284.203125,5.684062,catalog approved,active listing,in stock
M3RBXL,12x11.75x3.25 White Corrugated Literature Mailers - 50 Pack,https://packrift.github.io/products/m3rbxl-12x11-75x3-25-white-corrugated-literature-mailers-50-pack/,https://packrift.com/products/12x11-75x3-25-white-corrugated-literature-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",76.19,1.5238,$1 to $5 per unit,500,24.66,lb,0.4932,0.25 to 1 lb per unit,12,11.75,3.25,458.25,9.165,catalog approved,active listing,in stock
M431,"4x3x1"" White Corrugated Mailers ECT-32-B Crush Resistant - Bundle of 50",https://packrift.github.io/products/m431-4x3x1-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/4x3x1-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",18.89,0.3778,$0.25 to $0.50 per unit,400,2.88,lb,0.0576,0.05 to 0.25 lb per unit,4,3,1,12,0.24,catalog approved,active listing,in stock
M442,4x4x2 White Corrugated Mailers ECT-32-B Crush-Resistant - Bundle of 50,https://packrift.github.io/products/m442-4x4x2-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/4x4x2-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",16.77,0.3354,$0.25 to $0.50 per unit,499,4.78,lb,0.0956,0.05 to 0.25 lb per unit,4,4,2,32,0.64,catalog approved,active listing,in stock
M443K,4x4x3 Kraft Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m443k-4x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/4x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",28.04,0.5608,$0.50 to $1 per unit,300,6.18,lb,0.1236,0.05 to 0.25 lb per unit,4,4,3,48,0.96,catalog approved,active listing,in stock
M444K,"4x4x4 Kraft Corrugated Mailers - ECT-32 Crush Resistant, Bundle of 50",https://packrift.github.io/products/m444k-4x4x4-kraft-corrugated-mailers-ect-32-crush-resistant-bundle-of-50/,https://packrift.com/products/4x4x4-kraft-corrugated-mailers-ect-32-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",34.74,0.6948,$0.50 to $1 per unit,100,7.04,lb,0.1408,0.05 to 0.25 lb per unit,4,4,4,64,1.28,catalog approved,active listing,in stock
M4BK,"17 1/8 x 14 1/8 x 2"" White Corrugated Easy-Fold Mailers - 50 Pack",https://packrift.github.io/products/m4bk-17-1-8-x-14-1-8-x-2-white-corrugated-easy-fold-mailers-50-pack/,https://packrift.com/products/17-1-8-x-14-1-8-x-2-white-corrugated-easy-fold-mailers-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",76.19,1.5238,$1 to $5 per unit,500,23.48,lb,0.4696,0.25 to 1 lb per unit,17.125,14.125,2,483.78125,9.675625,catalog approved,active listing,in stock
M532,"5x3x2 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m532-5x3x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/5x3x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",14.22,0.2844,$0.25 to $0.50 per unit,500,4.68,lb,0.0936,0.05 to 0.25 lb per unit,5,3,2,30,0.6,catalog approved,active listing,in stock
M533,5x3x3 White Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m533-5x3x3-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/5x3x3-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",16.35,0.327,$0.25 to $0.50 per unit,500,5.82,lb,0.1164,0.05 to 0.25 lb per unit,5,3,3,45,0.9,catalog approved,active listing,in stock
M542,5x4x2 White Corrugated Mailers ECT-32 Crush Resistant - 50 Pack,https://packrift.github.io/products/m542-5x4x2-white-corrugated-mailers-ect-32-crush-resistant-50-pack/,https://packrift.com/products/5x4x2-white-corrugated-mailers-ect-32-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",20.27,0.4054,$0.25 to $0.50 per unit,500,5.94,lb,0.1188,0.05 to 0.25 lb per unit,5,4,2,40,0.8,catalog approved,active listing,in stock
M542K,"5x4x2"" ECT-32-B Kraft Corrugated Mailers - One-Piece Design, Bundle of 50",https://packrift.github.io/products/m542k-5x4x2-ect-32-b-kraft-corrugated-mailers-one-piece-design-bundle-of-50/,https://packrift.com/products/5x4x2-ect-32-b-kraft-corrugated-mailers-one-piece-design-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",26.82,0.5364,$0.50 to $1 per unit,400,5.5,lb,0.11,0.05 to 0.25 lb per unit,5,4,2,40,0.8,catalog approved,active listing,in stock
M543K,5x4x3 Kraft Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m543k-5x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/5x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",29.87,0.5974,$0.50 to $1 per unit,400,7.06,lb,0.1412,0.05 to 0.25 lb per unit,5,4,3,60,1.2,catalog approved,active listing,in stock
M544,"5x4x4 ECT-32-B White Corrugated Mailers - Crush Resistant One-Piece Design, Bundle of 50",https://packrift.github.io/products/m544-5x4x4-ect-32-b-white-corrugated-mailers-crush-resistant-one-piece-design-bundle-of-50/,https://packrift.com/products/5x4x4-ect-32-b-white-corrugated-mailers-crush-resistant-one-piece-design-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",28.25,0.565,$0.50 to $1 per unit,500,8.38,lb,0.1676,0.05 to 0.25 lb per unit,5,4,4,80,1.6,catalog approved,active listing,in stock
M552,"5x5x2 White Corrugated Mailers ECT-32-B - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m552-5x5x2-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/5x5x2-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",39.01,0.7802,$0.50 to $1 per unit,500,6.22,lb,0.1244,0.05 to 0.25 lb per unit,5,5,2,50,1,catalog approved,active listing,in stock
M552K,5x5x2 Kraft Corrugated Mailers ECT-32-B One-Piece Folding - 50 Pack,https://packrift.github.io/products/m552k-5x5x2-kraft-corrugated-mailers-ect-32-b-one-piece-folding-50-pack/,https://packrift.com/products/5x5x2-kraft-corrugated-mailers-ect-32-b-one-piece-folding-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",26.82,0.5364,$0.50 to $1 per unit,400,6.12,lb,0.1224,0.05 to 0.25 lb per unit,5,5,2,50,1,catalog approved,active listing,in stock
M622K,"6x2x2 ECT-32 Kraft Corrugated Mailers - One-Piece Design, Bundle of 50",https://packrift.github.io/products/m622k-6x2x2-ect-32-kraft-corrugated-mailers-one-piece-design-bundle-of-50/,https://packrift.com/products/6x2x2-ect-32-kraft-corrugated-mailers-one-piece-design-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",18.89,0.3778,$0.25 to $0.50 per unit,200,3.88,lb,0.0776,0.05 to 0.25 lb per unit,6,2,2,24,0.48,catalog approved,active listing,in stock
M641,6x4x1 White Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m641-6x4x1-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/6x4x1-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",28.04,0.5608,$0.50 to $1 per unit,300,4.9,lb,0.098,0.05 to 0.25 lb per unit,6,4,1,24,0.48,catalog approved,active listing,in stock
M642K,"6x4x2"" Kraft Corrugated Mailers - ECT-32-B Crush Resistant, Bundle of 50",https://packrift.github.io/products/m642k-6x4x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/6x4x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",28.04,0.5608,$0.50 to $1 per unit,500,6.34,lb,0.1268,0.05 to 0.25 lb per unit,6,4,2,48,0.96,catalog approved,active listing,in stock
M643K,6x4x3 Kraft Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m643k-6x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/6x4x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",31.69,0.6338,$0.50 to $1 per unit,400,7.42,lb,0.1484,0.05 to 0.25 lb per unit,6,4,3,72,1.44,catalog approved,active listing,in stock
M644,"6x4x4 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m644-6x4x4-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/6x4x4-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",24.74,0.4948,$0.25 to $0.50 per unit,500,8.84,lb,0.1768,0.05 to 0.25 lb per unit,6,4,4,96,1.92,catalog approved,active listing,in stock
M644K,"6x4x4 Kraft Corrugated Mailers ECT-32-B Crush Resistant, Bundle of 50",https://packrift.github.io/products/m644k-6x4x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/6x4x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",39.01,0.7802,$0.50 to $1 per unit,400,8.58,lb,0.1716,0.05 to 0.25 lb per unit,6,4,4,96,1.92,catalog approved,active listing,in stock
M652K,"6x5x2"" Kraft Corrugated Mailers ECT-32-B Crush Resistant - Bundle of 50",https://packrift.github.io/products/m652k-6x5x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/6x5x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",35.96,0.7192,$0.50 to $1 per unit,100,7.42,lb,0.1484,0.05 to 0.25 lb per unit,6,5,2,60,1.2,catalog approved,active listing,in stock
M653K,"6x5x3 Kraft Corrugated Mailers - ECT-32 Crush Resistant, Bundle of 50",https://packrift.github.io/products/m653k-6x5x3-kraft-corrugated-mailers-ect-32-crush-resistant-bundle-of-50/,https://packrift.com/products/6x5x3-kraft-corrugated-mailers-ect-32-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",46.32,0.9264,$0.50 to $1 per unit,400,8.5,lb,0.17,0.05 to 0.25 lb per unit,6,5,3,90,1.8,catalog approved,active listing,in stock
M654,"6x5x4 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m654-6x5x4-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/6x5x4-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",51.81,1.0362,$1 to $5 per unit,400,11.82,lb,0.2364,0.05 to 0.25 lb per unit,6,5,4,120,2.4,catalog approved,active listing,in stock
M663K,"6x6x3 Kraft Corrugated Mailers ECT-32-B - Crush-Resistant, Bundle of 50",https://packrift.github.io/products/m663k-6x6x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/6x6x3-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",51.81,1.0362,$1 to $5 per unit,400,10.42,lb,0.2084,0.05 to 0.25 lb per unit,6,6,3,108,2.16,catalog approved,active listing,in stock
M664K,"6x6x4 Kraft Corrugated Mailers - ECT-32-B Crush Resistant, Bundle of 50",https://packrift.github.io/products/m664k-6x6x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/6x6x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",60.95,1.219,$1 to $5 per unit,500,12.5,lb,0.25,0.25 to 1 lb per unit,6,6,4,144,2.88,catalog approved,active listing,in stock
M666,"6x6x6 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m666-6x6x6-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/6x6x6-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",58.51,1.1702,$1 to $5 per unit,500,16.54,lb,0.3308,0.25 to 1 lb per unit,6,6,6,216,4.32,catalog approved,active listing,in stock
M732K,7x3x2 Kraft Corrugated Mailers ECT-32-B - 50 Pack,https://packrift.github.io/products/m732k-7x3x2-kraft-corrugated-mailers-ect-32-b-50-pack/,https://packrift.com/products/7x3x2-kraft-corrugated-mailers-ect-32-b-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",23.77,0.4754,$0.25 to $0.50 per unit,100,5.52,lb,0.1104,0.05 to 0.25 lb per unit,7,3,2,42,0.84,catalog approved,active listing,in stock
M742,7x4x2 White Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m742-7x4x2-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/7x4x2-white-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",19.35,0.387,$0.25 to $0.50 per unit,500,6.56,lb,0.1312,0.05 to 0.25 lb per unit,7,4,2,56,1.12,catalog approved,active listing,in stock
M744K,"7x4x4 Kraft Corrugated Mailers - ECT-32-B Crush Resistant, Bundle of 50",https://packrift.github.io/products/m744k-7x4x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/7x4x4-kraft-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",45.1,0.902,$0.50 to $1 per unit,100,10.28,lb,0.2056,0.05 to 0.25 lb per unit,7,4,4,112,2.24,catalog approved,active listing,in stock
M752,"7x5x2 ECT-32-B White Corrugated Mailers - Crush Resistant, Bundle of 50",https://packrift.github.io/products/m752-7x5x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50/,https://packrift.com/products/7x5x2-ect-32-b-white-corrugated-mailers-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",26.2,0.524,$0.50 to $1 per unit,475,8,lb,0.16,0.05 to 0.25 lb per unit,7,5,2,70,1.4,catalog approved,active listing,in stock
M752K,7x5x2 Kraft Corrugated Mailers ECT-32-B Crush Resistant - 50 Pack,https://packrift.github.io/products/m752k-7x5x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack/,https://packrift.com/products/7x5x2-kraft-corrugated-mailers-ect-32-b-crush-resistant-50-pack,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",41.45,0.829,$0.50 to $1 per unit,500,8.06,lb,0.1612,0.05 to 0.25 lb per unit,7,5,2,70,1.4,catalog approved,active listing,in stock
M753,7x5x3 White Corrugated Mailers ECT-32-B Crush Resistant - Bundle of 50,https://packrift.github.io/products/m753-7x5x3-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50/,https://packrift.com/products/7x5x3-white-corrugated-mailers-ect-32-b-crush-resistant-bundle-of-50,Mailers,Boxes - Mailers,50,"case packs, 11-50 units",49.37,0.9874,$0.50 to $1 per unit,500,9.82,lb,0.1964,0.05 to 0.25 lb per unit,7,5,3,105,2.1,catalog approved,active listing,in stock
